localidad,anio,estacion,ciclo_hidrologico,hora_dia,primary_category,promedio_clips_hora
12 DE ABRIL,2024,Autumn,Creciente,23,Amphibian,0.11
12 DE ABRIL,2024,Autumn,Creciente,23,Anthropogenic,3.22
12 DE ABRIL,2024,Autumn,Creciente,23,Bird,0.56
12 DE ABRIL,2024,Autumn,Creciente,23,Insect,92.89
12 DE ABRIL,2024,Spring,Creciente,10,Amphibian,1.0
12 DE ABRIL,2024,Spring,Creciente,10,Anthropogenic,79.0
12 DE ABRIL,2024,Spring,Creciente,10,Bird,382.0
12 DE ABRIL,2024,Spring,Creciente,10,Insect,576.0
12 DE ABRIL,2024,Spring,Creciente,10,Mammal,2.0
12 DE ABRIL,2024,Spring,Creciente,11,Amphibian,3.0
12 DE ABRIL,2024,Spring,Creciente,11,Anthropogenic,80.0
12 DE ABRIL,2024,Spring,Creciente,11,Bird,177.0
12 DE ABRIL,2024,Spring,Creciente,11,Insect,424.0
12 DE ABRIL,2024,Spring,Creciente,11,Mammal,5.0
12 DE ABRIL,2024,Spring,Creciente,12,Amphibian,2.0
12 DE ABRIL,2024,Spring,Creciente,12,Anthropogenic,213.0
12 DE ABRIL,2024,Spring,Creciente,12,Bird,10.0
12 DE ABRIL,2024,Spring,Creciente,12,Insect,219.0
12 DE ABRIL,2024,Spring,Creciente,12,Mammal,1.0
12 DE ABRIL,2024,Spring,Creciente,13,Amphibian,2.0
12 DE ABRIL,2024,Spring,Creciente,13,Bird,8.0
12 DE ABRIL,2024,Spring,Creciente,13,Insect,120.0
12 DE ABRIL,2024,Spring,Creciente,14,Anthropogenic,2.0
12 DE ABRIL,2024,Spring,Creciente,14,Bird,1.0
12 DE ABRIL,2024,Spring,Creciente,14,Insect,3.0
12 DE ABRIL,2024,Spring,Creciente,14,Mammal,2.0
12 DE ABRIL,2024,Spring,Creciente,15,Amphibian,1.0
12 DE ABRIL,2024,Spring,Creciente,15,Anthropogenic,12.0
12 DE ABRIL,2024,Spring,Creciente,15,Bird,2.0
12 DE ABRIL,2024,Spring,Creciente,15,Insect,21.0
12 DE ABRIL,2024,Spring,Creciente,16,Amphibian,3.0
12 DE ABRIL,2024,Spring,Creciente,16,Anthropogenic,100.0
12 DE ABRIL,2024,Spring,Creciente,16,Insect,87.0
12 DE ABRIL,2024,Spring,Creciente,17,Amphibian,2.0
12 DE ABRIL,2024,Spring,Creciente,17,Anthropogenic,79.0
12 DE ABRIL,2024,Spring,Creciente,17,Insect,15.0
12 DE ABRIL,2024,Spring,Creciente,18,Amphibian,2.0
12 DE ABRIL,2024,Spring,Creciente,18,Anthropogenic,213.0
12 DE ABRIL,2024,Spring,Creciente,19,Amphibian,1.0
12 DE ABRIL,2024,Spring,Creciente,19,Anthropogenic,655.0
12 DE ABRIL,2024,Spring,Creciente,19,Bird,2.0
12 DE ABRIL,2024,Spring,Creciente,19,Insect,2.0
12 DE ABRIL,2024,Spring,Creciente,20,Anthropogenic,653.0
12 DE ABRIL,2024,Spring,Creciente,20,Bird,1.0
12 DE ABRIL,2024,Spring,Creciente,20,Insect,5.0
12 DE ABRIL,2024,Spring,Creciente,21,Anthropogenic,642.0
12 DE ABRIL,2024,Spring,Creciente,22,Anthropogenic,632.0
12 DE ABRIL,2024,Spring,Creciente,23,Anthropogenic,642.0
12 DE ABRIL,2024,Summer,Creciente,0,Amphibian,0.14
12 DE ABRIL,2024,Summer,Creciente,0,Anthropogenic,92.43
12 DE ABRIL,2024,Summer,Creciente,0,Bird,1.71
12 DE ABRIL,2024,Summer,Creciente,0,Insect,12.14
12 DE ABRIL,2024,Summer,Creciente,0,Mammal,0.29
12 DE ABRIL,2024,Summer,Creciente,1,Anthropogenic,59.43
12 DE ABRIL,2024,Summer,Creciente,1,Bird,0.71
12 DE ABRIL,2024,Summer,Creciente,1,Insect,0.43
12 DE ABRIL,2024,Summer,Creciente,1,Mammal,0.29
12 DE ABRIL,2024,Summer,Creciente,2,Anthropogenic,58.14
12 DE ABRIL,2024,Summer,Creciente,2,Insect,0.57
12 DE ABRIL,2024,Summer,Creciente,3,Amphibian,0.14
12 DE ABRIL,2024,Summer,Creciente,3,Anthropogenic,5.43
12 DE ABRIL,2024,Summer,Creciente,3,Bird,0.43
12 DE ABRIL,2024,Summer,Creciente,4,Amphibian,0.43
12 DE ABRIL,2024,Summer,Creciente,4,Bird,5.57
12 DE ABRIL,2024,Summer,Creciente,4,Insect,1.57
12 DE ABRIL,2024,Summer,Creciente,5,Amphibian,0.43
12 DE ABRIL,2024,Summer,Creciente,5,Anthropogenic,0.71
12 DE ABRIL,2024,Summer,Creciente,5,Bird,0.43
12 DE ABRIL,2024,Summer,Creciente,5,Insect,0.29
12 DE ABRIL,2024,Summer,Creciente,6,Anthropogenic,0.14
12 DE ABRIL,2024,Summer,Creciente,6,Bird,0.29
12 DE ABRIL,2024,Summer,Creciente,7,Amphibian,0.14
12 DE ABRIL,2024,Summer,Creciente,7,Anthropogenic,7.57
12 DE ABRIL,2024,Summer,Creciente,7,Bird,0.57
12 DE ABRIL,2024,Summer,Creciente,7,Insect,0.57
12 DE ABRIL,2024,Summer,Creciente,8,Amphibian,1.14
12 DE ABRIL,2024,Summer,Creciente,8,Anthropogenic,0.57
12 DE ABRIL,2024,Summer,Creciente,8,Bird,9.29
12 DE ABRIL,2024,Summer,Creciente,8,Insect,23.86
12 DE ABRIL,2024,Summer,Creciente,9,Amphibian,0.71
12 DE ABRIL,2024,Summer,Creciente,9,Anthropogenic,1.14
12 DE ABRIL,2024,Summer,Creciente,9,Bird,1.0
12 DE ABRIL,2024,Summer,Creciente,9,Insect,1.0
12 DE ABRIL,2024,Summer,Creciente,10,Amphibian,1.14
12 DE ABRIL,2024,Summer,Creciente,10,Anthropogenic,3.57
12 DE ABRIL,2024,Summer,Creciente,10,Bird,2.57
12 DE ABRIL,2024,Summer,Creciente,10,Insect,2.86
12 DE ABRIL,2024,Summer,Creciente,10,Mammal,0.71
12 DE ABRIL,2024,Summer,Creciente,11,Amphibian,1.14
12 DE ABRIL,2024,Summer,Creciente,11,Anthropogenic,18.29
12 DE ABRIL,2024,Summer,Creciente,11,Bird,9.0
12 DE ABRIL,2024,Summer,Creciente,11,Insect,67.43
12 DE ABRIL,2024,Summer,Creciente,12,Amphibian,0.57
12 DE ABRIL,2024,Summer,Creciente,12,Anthropogenic,6.0
12 DE ABRIL,2024,Summer,Creciente,12,Bird,8.14
12 DE ABRIL,2024,Summer,Creciente,12,Insect,19.71
12 DE ABRIL,2024,Summer,Creciente,13,Amphibian,1.43
12 DE ABRIL,2024,Summer,Creciente,13,Anthropogenic,11.57
12 DE ABRIL,2024,Summer,Creciente,13,Bird,11.71
12 DE ABRIL,2024,Summer,Creciente,13,Insect,110.57
12 DE ABRIL,2024,Summer,Creciente,14,Amphibian,1.86
12 DE ABRIL,2024,Summer,Creciente,14,Anthropogenic,35.43
12 DE ABRIL,2024,Summer,Creciente,14,Bird,17.71
12 DE ABRIL,2024,Summer,Creciente,14,Insect,82.0
12 DE ABRIL,2024,Summer,Creciente,14,Mammal,0.29
12 DE ABRIL,2024,Summer,Creciente,15,Amphibian,2.86
12 DE ABRIL,2024,Summer,Creciente,15,Anthropogenic,4.43
12 DE ABRIL,2024,Summer,Creciente,15,Bird,5.0
12 DE ABRIL,2024,Summer,Creciente,15,Insect,123.0
12 DE ABRIL,2024,Summer,Creciente,16,Amphibian,0.86
12 DE ABRIL,2024,Summer,Creciente,16,Anthropogenic,3.43
12 DE ABRIL,2024,Summer,Creciente,16,Insect,60.86
12 DE ABRIL,2024,Summer,Creciente,17,Amphibian,0.14
12 DE ABRIL,2024,Summer,Creciente,17,Anthropogenic,64.71
12 DE ABRIL,2024,Summer,Creciente,17,Insect,57.0
12 DE ABRIL,2024,Summer,Creciente,18,Amphibian,0.14
12 DE ABRIL,2024,Summer,Creciente,18,Anthropogenic,62.86
12 DE ABRIL,2024,Summer,Creciente,18,Insect,83.0
12 DE ABRIL,2024,Summer,Creciente,19,Amphibian,0.43
12 DE ABRIL,2024,Summer,Creciente,19,Anthropogenic,51.0
12 DE ABRIL,2024,Summer,Creciente,19,Bird,0.14
12 DE ABRIL,2024,Summer,Creciente,19,Insect,8.0
12 DE ABRIL,2024,Summer,Creciente,20,Anthropogenic,48.0
12 DE ABRIL,2024,Summer,Creciente,20,Insect,7.86
12 DE ABRIL,2024,Summer,Creciente,21,Anthropogenic,49.43
12 DE ABRIL,2024,Summer,Creciente,21,Insect,7.29
12 DE ABRIL,2024,Summer,Creciente,22,Anthropogenic,41.29
12 DE ABRIL,2024,Summer,Creciente,22,Insect,3.14
12 DE ABRIL,2024,Summer,Creciente,23,Anthropogenic,11.0
12 DE ABRIL,2024,Summer,Creciente,23,Insect,0.29
12 DE ABRIL,2024,Winter,Vaciante,0,Amphibian,14.88
12 DE ABRIL,2024,Winter,Vaciante,0,Anthropogenic,0.88
12 DE ABRIL,2024,Winter,Vaciante,0,Bird,0.13
12 DE ABRIL,2024,Winter,Vaciante,0,Insect,91.25
12 DE ABRIL,2024,Winter,Vaciante,1,Amphibian,11.13
12 DE ABRIL,2024,Winter,Vaciante,1,Anthropogenic,8.0
12 DE ABRIL,2024,Winter,Vaciante,1,Bird,0.88
12 DE ABRIL,2024,Winter,Vaciante,1,Insect,75.38
12 DE ABRIL,2024,Winter,Vaciante,1,Mammal,5.13
12 DE ABRIL,2024,Winter,Vaciante,2,Amphibian,8.63
12 DE ABRIL,2024,Winter,Vaciante,2,Anthropogenic,11.88
12 DE ABRIL,2024,Winter,Vaciante,2,Bird,0.63
12 DE ABRIL,2024,Winter,Vaciante,2,Insect,71.88
12 DE ABRIL,2024,Winter,Vaciante,2,Mammal,0.13
12 DE ABRIL,2024,Winter,Vaciante,3,Amphibian,13.38
12 DE ABRIL,2024,Winter,Vaciante,3,Anthropogenic,17.63
12 DE ABRIL,2024,Winter,Vaciante,3,Bird,1.25
12 DE ABRIL,2024,Winter,Vaciante,3,Insect,71.5
12 DE ABRIL,2024,Winter,Vaciante,3,Mammal,0.75
12 DE ABRIL,2024,Winter,Vaciante,4,Amphibian,17.0
12 DE ABRIL,2024,Winter,Vaciante,4,Anthropogenic,17.75
12 DE ABRIL,2024,Winter,Vaciante,4,Bird,1.0
12 DE ABRIL,2024,Winter,Vaciante,4,Insect,59.38
12 DE ABRIL,2024,Winter,Vaciante,4,Mammal,1.25
12 DE ABRIL,2024,Winter,Vaciante,5,Amphibian,11.38
12 DE ABRIL,2024,Winter,Vaciante,5,Anthropogenic,19.75
12 DE ABRIL,2024,Winter,Vaciante,5,Bird,1.38
12 DE ABRIL,2024,Winter,Vaciante,5,Insect,57.0
12 DE ABRIL,2024,Winter,Vaciante,5,Mammal,0.13
12 DE ABRIL,2024,Winter,Vaciante,6,Anthropogenic,1.0
12 DE ABRIL,2024,Winter,Vaciante,6,Bird,74.63
12 DE ABRIL,2024,Winter,Vaciante,6,Insect,18.13
12 DE ABRIL,2024,Winter,Vaciante,6,Mammal,5.13
12 DE ABRIL,2024,Winter,Vaciante,7,Amphibian,0.38
12 DE ABRIL,2024,Winter,Vaciante,7,Anthropogenic,21.88
12 DE ABRIL,2024,Winter,Vaciante,7,Bird,26.88
12 DE ABRIL,2024,Winter,Vaciante,7,Insect,38.88
12 DE ABRIL,2024,Winter,Vaciante,7,Mammal,4.25
12 DE ABRIL,2024,Winter,Vaciante,8,Anthropogenic,12.63
12 DE ABRIL,2024,Winter,Vaciante,8,Bird,15.5
12 DE ABRIL,2024,Winter,Vaciante,8,Insect,53.38
12 DE ABRIL,2024,Winter,Vaciante,8,Mammal,7.88
12 DE ABRIL,2024,Winter,Vaciante,9,Anthropogenic,22.13
12 DE ABRIL,2024,Winter,Vaciante,9,Bird,27.0
12 DE ABRIL,2024,Winter,Vaciante,9,Insect,21.88
12 DE ABRIL,2024,Winter,Vaciante,9,Mammal,4.25
12 DE ABRIL,2024,Winter,Vaciante,10,Anthropogenic,16.38
12 DE ABRIL,2024,Winter,Vaciante,10,Bird,29.38
12 DE ABRIL,2024,Winter,Vaciante,10,Insect,25.38
12 DE ABRIL,2024,Winter,Vaciante,10,Mammal,2.88
12 DE ABRIL,2024,Winter,Vaciante,11,Anthropogenic,18.63
12 DE ABRIL,2024,Winter,Vaciante,11,Bird,21.5
12 DE ABRIL,2024,Winter,Vaciante,11,Insect,30.75
12 DE ABRIL,2024,Winter,Vaciante,11,Mammal,2.63
12 DE ABRIL,2024,Winter,Vaciante,12,Amphibian,0.25
12 DE ABRIL,2024,Winter,Vaciante,12,Anthropogenic,17.13
12 DE ABRIL,2024,Winter,Vaciante,12,Bird,22.25
12 DE ABRIL,2024,Winter,Vaciante,12,Insect,47.13
12 DE ABRIL,2024,Winter,Vaciante,12,Mammal,9.88
12 DE ABRIL,2024,Winter,Vaciante,13,Anthropogenic,12.0
12 DE ABRIL,2024,Winter,Vaciante,13,Bird,16.38
12 DE ABRIL,2024,Winter,Vaciante,13,Insect,28.75
12 DE ABRIL,2024,Winter,Vaciante,13,Mammal,4.13
12 DE ABRIL,2024,Winter,Vaciante,14,Amphibian,1.0
12 DE ABRIL,2024,Winter,Vaciante,14,Anthropogenic,20.13
12 DE ABRIL,2024,Winter,Vaciante,14,Bird,19.63
12 DE ABRIL,2024,Winter,Vaciante,14,Insect,47.0
12 DE ABRIL,2024,Winter,Vaciante,14,Mammal,7.13
12 DE ABRIL,2024,Winter,Vaciante,15,Amphibian,0.13
12 DE ABRIL,2024,Winter,Vaciante,15,Anthropogenic,13.88
12 DE ABRIL,2024,Winter,Vaciante,15,Bird,10.88
12 DE ABRIL,2024,Winter,Vaciante,15,Insect,39.88
12 DE ABRIL,2024,Winter,Vaciante,15,Mammal,7.25
12 DE ABRIL,2024,Winter,Vaciante,16,Amphibian,5.38
12 DE ABRIL,2024,Winter,Vaciante,16,Anthropogenic,18.38
12 DE ABRIL,2024,Winter,Vaciante,16,Bird,27.5
12 DE ABRIL,2024,Winter,Vaciante,16,Insect,75.13
12 DE ABRIL,2024,Winter,Vaciante,16,Mammal,0.63
12 DE ABRIL,2024,Winter,Vaciante,17,Amphibian,3.0
12 DE ABRIL,2024,Winter,Vaciante,17,Anthropogenic,14.13
12 DE ABRIL,2024,Winter,Vaciante,17,Bird,23.88
12 DE ABRIL,2024,Winter,Vaciante,17,Insect,88.38
12 DE ABRIL,2024,Winter,Vaciante,17,Mammal,1.25
12 DE ABRIL,2024,Winter,Vaciante,18,Amphibian,10.5
12 DE ABRIL,2024,Winter,Vaciante,18,Anthropogenic,11.63
12 DE ABRIL,2024,Winter,Vaciante,18,Bird,7.0
12 DE ABRIL,2024,Winter,Vaciante,18,Insect,106.5
12 DE ABRIL,2024,Winter,Vaciante,19,Amphibian,1.88
12 DE ABRIL,2024,Winter,Vaciante,19,Anthropogenic,6.5
12 DE ABRIL,2024,Winter,Vaciante,19,Bird,0.25
12 DE ABRIL,2024,Winter,Vaciante,19,Insect,118.38
12 DE ABRIL,2024,Winter,Vaciante,20,Amphibian,11.0
12 DE ABRIL,2024,Winter,Vaciante,20,Anthropogenic,4.0
12 DE ABRIL,2024,Winter,Vaciante,20,Bird,2.88
12 DE ABRIL,2024,Winter,Vaciante,20,Insect,107.25
12 DE ABRIL,2024,Winter,Vaciante,21,Amphibian,24.0
12 DE ABRIL,2024,Winter,Vaciante,21,Anthropogenic,8.38
12 DE ABRIL,2024,Winter,Vaciante,21,Bird,1.88
12 DE ABRIL,2024,Winter,Vaciante,21,Insect,90.75
12 DE ABRIL,2024,Winter,Vaciante,22,Amphibian,27.88
12 DE ABRIL,2024,Winter,Vaciante,22,Anthropogenic,6.0
12 DE ABRIL,2024,Winter,Vaciante,22,Bird,0.5
12 DE ABRIL,2024,Winter,Vaciante,22,Insect,89.75
12 DE ABRIL,2024,Winter,Vaciante,23,Amphibian,17.38
12 DE ABRIL,2024,Winter,Vaciante,23,Anthropogenic,7.0
12 DE ABRIL,2024,Winter,Vaciante,23,Bird,1.0
12 DE ABRIL,2024,Winter,Vaciante,23,Insect,72.5
12 DE ABRIL,2025,Autumn,Creciente,0,Amphibian,4.14
12 DE ABRIL,2025,Autumn,Creciente,0,Anthropogenic,2.0
12 DE ABRIL,2025,Autumn,Creciente,0,Insect,16.14
12 DE ABRIL,2025,Autumn,Creciente,0,Mammal,0.14
12 DE ABRIL,2025,Autumn,Creciente,1,Amphibian,0.29
12 DE ABRIL,2025,Autumn,Creciente,1,Anthropogenic,6.14
12 DE ABRIL,2025,Autumn,Creciente,1,Bird,0.71
12 DE ABRIL,2025,Autumn,Creciente,1,Insect,15.29
12 DE ABRIL,2025,Autumn,Creciente,1,Mammal,0.29
12 DE ABRIL,2025,Autumn,Creciente,2,Amphibian,0.57
12 DE ABRIL,2025,Autumn,Creciente,2,Anthropogenic,1.14
12 DE ABRIL,2025,Autumn,Creciente,2,Bird,0.57
12 DE ABRIL,2025,Autumn,Creciente,2,Insect,26.29
12 DE ABRIL,2025,Autumn,Creciente,2,Mammal,0.57
12 DE ABRIL,2025,Autumn,Creciente,3,Amphibian,6.0
12 DE ABRIL,2025,Autumn,Creciente,3,Anthropogenic,2.14
12 DE ABRIL,2025,Autumn,Creciente,3,Bird,0.14
12 DE ABRIL,2025,Autumn,Creciente,3,Insect,6.14
12 DE ABRIL,2025,Autumn,Creciente,4,Amphibian,2.71
12 DE ABRIL,2025,Autumn,Creciente,4,Anthropogenic,1.86
12 DE ABRIL,2025,Autumn,Creciente,4,Bird,0.43
12 DE ABRIL,2025,Autumn,Creciente,4,Insect,8.14
12 DE ABRIL,2025,Autumn,Creciente,4,Mammal,0.14
12 DE ABRIL,2025,Autumn,Creciente,5,Amphibian,0.14
12 DE ABRIL,2025,Autumn,Creciente,5,Anthropogenic,2.43
12 DE ABRIL,2025,Autumn,Creciente,5,Bird,1.0
12 DE ABRIL,2025,Autumn,Creciente,5,Insect,17.86
12 DE ABRIL,2025,Autumn,Creciente,6,Amphibian,0.14
12 DE ABRIL,2025,Autumn,Creciente,6,Anthropogenic,2.43
12 DE ABRIL,2025,Autumn,Creciente,6,Bird,14.86
12 DE ABRIL,2025,Autumn,Creciente,6,Insect,9.57
12 DE ABRIL,2025,Autumn,Creciente,6,Mammal,0.14
12 DE ABRIL,2025,Autumn,Creciente,7,Anthropogenic,6.29
12 DE ABRIL,2025,Autumn,Creciente,7,Bird,14.86
12 DE ABRIL,2025,Autumn,Creciente,7,Insect,9.14
12 DE ABRIL,2025,Autumn,Creciente,7,Mammal,0.29
12 DE ABRIL,2025,Autumn,Creciente,8,Anthropogenic,0.14
12 DE ABRIL,2025,Autumn,Creciente,8,Bird,8.86
12 DE ABRIL,2025,Autumn,Creciente,8,Insect,5.29
12 DE ABRIL,2025,Autumn,Creciente,9,Anthropogenic,7.29
12 DE ABRIL,2025,Autumn,Creciente,9,Bird,9.14
12 DE ABRIL,2025,Autumn,Creciente,9,Insect,9.43
12 DE ABRIL,2025,Autumn,Creciente,9,Mammal,0.14
12 DE ABRIL,2025,Autumn,Creciente,10,Amphibian,0.29
12 DE ABRIL,2025,Autumn,Creciente,10,Anthropogenic,4.0
12 DE ABRIL,2025,Autumn,Creciente,10,Bird,12.43
12 DE ABRIL,2025,Autumn,Creciente,10,Insect,7.29
12 DE ABRIL,2025,Autumn,Creciente,11,Anthropogenic,1.43
12 DE ABRIL,2025,Autumn,Creciente,11,Bird,9.57
12 DE ABRIL,2025,Autumn,Creciente,11,Insect,8.14
12 DE ABRIL,2025,Autumn,Creciente,12,Amphibian,0.29
12 DE ABRIL,2025,Autumn,Creciente,12,Anthropogenic,0.14
12 DE ABRIL,2025,Autumn,Creciente,12,Bird,13.43
12 DE ABRIL,2025,Autumn,Creciente,12,Insect,10.57
12 DE ABRIL,2025,Autumn,Creciente,12,Mammal,0.14
12 DE ABRIL,2025,Autumn,Creciente,13,Anthropogenic,1.71
12 DE ABRIL,2025,Autumn,Creciente,13,Bird,2.29
12 DE ABRIL,2025,Autumn,Creciente,13,Insect,14.14
12 DE ABRIL,2025,Autumn,Creciente,14,Anthropogenic,4.43
12 DE ABRIL,2025,Autumn,Creciente,14,Bird,10.43
12 DE ABRIL,2025,Autumn,Creciente,14,Insect,17.86
12 DE ABRIL,2025,Autumn,Creciente,14,Mammal,0.14
12 DE ABRIL,2025,Autumn,Creciente,15,Anthropogenic,1.29
12 DE ABRIL,2025,Autumn,Creciente,15,Bird,10.57
12 DE ABRIL,2025,Autumn,Creciente,15,Insect,13.0
12 DE ABRIL,2025,Autumn,Creciente,16,Amphibian,0.71
12 DE ABRIL,2025,Autumn,Creciente,16,Anthropogenic,0.29
12 DE ABRIL,2025,Autumn,Creciente,16,Bird,4.86
12 DE ABRIL,2025,Autumn,Creciente,16,Insect,16.0
12 DE ABRIL,2025,Autumn,Creciente,16,Mammal,0.14
12 DE ABRIL,2025,Autumn,Creciente,17,Amphibian,1.0
12 DE ABRIL,2025,Autumn,Creciente,17,Anthropogenic,1.86
12 DE ABRIL,2025,Autumn,Creciente,17,Bird,10.86
12 DE ABRIL,2025,Autumn,Creciente,17,Insect,10.86
12 DE ABRIL,2025,Autumn,Creciente,17,Mammal,0.14
12 DE ABRIL,2025,Autumn,Creciente,18,Bird,3.57
12 DE ABRIL,2025,Autumn,Creciente,18,Insect,16.0
12 DE ABRIL,2025,Autumn,Creciente,19,Amphibian,0.43
12 DE ABRIL,2025,Autumn,Creciente,19,Anthropogenic,0.86
12 DE ABRIL,2025,Autumn,Creciente,19,Insect,25.0
12 DE ABRIL,2025,Autumn,Creciente,19,Mammal,0.14
12 DE ABRIL,2025,Autumn,Creciente,20,Amphibian,4.57
12 DE ABRIL,2025,Autumn,Creciente,20,Anthropogenic,1.43
12 DE ABRIL,2025,Autumn,Creciente,20,Bird,0.43
12 DE ABRIL,2025,Autumn,Creciente,20,Insect,20.57
12 DE ABRIL,2025,Autumn,Creciente,21,Amphibian,5.14
12 DE ABRIL,2025,Autumn,Creciente,21,Anthropogenic,1.57
12 DE ABRIL,2025,Autumn,Creciente,21,Bird,0.29
12 DE ABRIL,2025,Autumn,Creciente,21,Insect,18.57
12 DE ABRIL,2025,Autumn,Creciente,21,Mammal,0.43
12 DE ABRIL,2025,Autumn,Creciente,22,Amphibian,6.86
12 DE ABRIL,2025,Autumn,Creciente,22,Anthropogenic,1.29
12 DE ABRIL,2025,Autumn,Creciente,22,Bird,0.14
12 DE ABRIL,2025,Autumn,Creciente,22,Insect,16.0
12 DE ABRIL,2025,Autumn,Creciente,23,Amphibian,5.57
12 DE ABRIL,2025,Autumn,Creciente,23,Anthropogenic,7.29
12 DE ABRIL,2025,Autumn,Creciente,23,Bird,0.43
12 DE ABRIL,2025,Autumn,Creciente,23,Insect,16.57
12 DE ABRIL,2025,Autumn,Creciente,23,Mammal,0.14
12 DE ABRIL,2025,Spring,Vaciante,0,Amphibian,35.5
12 DE ABRIL,2025,Spring,Vaciante,0,Anthropogenic,61.5
12 DE ABRIL,2025,Spring,Vaciante,0,Bird,3.5
12 DE ABRIL,2025,Spring,Vaciante,0,Insect,230.5
12 DE ABRIL,2025,Spring,Vaciante,0,Mammal,2.0
12 DE ABRIL,2025,Spring,Vaciante,1,Amphibian,25.5
12 DE ABRIL,2025,Spring,Vaciante,1,Anthropogenic,71.5
12 DE ABRIL,2025,Spring,Vaciante,1,Bird,6.0
12 DE ABRIL,2025,Spring,Vaciante,1,Insect,209.0
12 DE ABRIL,2025,Spring,Vaciante,2,Amphibian,29.0
12 DE ABRIL,2025,Spring,Vaciante,2,Anthropogenic,49.0
12 DE ABRIL,2025,Spring,Vaciante,2,Bird,26.0
12 DE ABRIL,2025,Spring,Vaciante,2,Insect,202.5
12 DE ABRIL,2025,Spring,Vaciante,2,Mammal,2.0
12 DE ABRIL,2025,Spring,Vaciante,3,Amphibian,31.0
12 DE ABRIL,2025,Spring,Vaciante,3,Anthropogenic,54.0
12 DE ABRIL,2025,Spring,Vaciante,3,Bird,7.0
12 DE ABRIL,2025,Spring,Vaciante,3,Insect,212.5
12 DE ABRIL,2025,Spring,Vaciante,4,Amphibian,6.5
12 DE ABRIL,2025,Spring,Vaciante,4,Anthropogenic,86.0
12 DE ABRIL,2025,Spring,Vaciante,4,Bird,10.0
12 DE ABRIL,2025,Spring,Vaciante,4,Insect,218.5
12 DE ABRIL,2025,Spring,Vaciante,4,Mammal,4.0
12 DE ABRIL,2025,Spring,Vaciante,5,Amphibian,11.5
12 DE ABRIL,2025,Spring,Vaciante,5,Anthropogenic,48.5
12 DE ABRIL,2025,Spring,Vaciante,5,Bird,46.0
12 DE ABRIL,2025,Spring,Vaciante,5,Insect,303.5
12 DE ABRIL,2025,Spring,Vaciante,5,Mammal,5.5
12 DE ABRIL,2025,Spring,Vaciante,6,Amphibian,5.0
12 DE ABRIL,2025,Spring,Vaciante,6,Anthropogenic,8.5
12 DE ABRIL,2025,Spring,Vaciante,6,Bird,126.0
12 DE ABRIL,2025,Spring,Vaciante,6,Insect,273.5
12 DE ABRIL,2025,Spring,Vaciante,7,Amphibian,3.0
12 DE ABRIL,2025,Spring,Vaciante,7,Anthropogenic,25.5
12 DE ABRIL,2025,Spring,Vaciante,7,Bird,100.5
12 DE ABRIL,2025,Spring,Vaciante,7,Insect,271.5
12 DE ABRIL,2025,Spring,Vaciante,8,Amphibian,0.5
12 DE ABRIL,2025,Spring,Vaciante,8,Anthropogenic,74.0
12 DE ABRIL,2025,Spring,Vaciante,8,Bird,136.5
12 DE ABRIL,2025,Spring,Vaciante,8,Insect,162.5
12 DE ABRIL,2025,Spring,Vaciante,8,Mammal,0.5
12 DE ABRIL,2025,Spring,Vaciante,9,Amphibian,0.5
12 DE ABRIL,2025,Spring,Vaciante,9,Anthropogenic,102.0
12 DE ABRIL,2025,Spring,Vaciante,9,Bird,97.0
12 DE ABRIL,2025,Spring,Vaciante,9,Insect,124.5
12 DE ABRIL,2025,Spring,Vaciante,9,Mammal,0.5
12 DE ABRIL,2025,Spring,Vaciante,10,Amphibian,1.0
12 DE ABRIL,2025,Spring,Vaciante,10,Anthropogenic,80.5
12 DE ABRIL,2025,Spring,Vaciante,10,Bird,82.5
12 DE ABRIL,2025,Spring,Vaciante,10,Insect,127.5
12 DE ABRIL,2025,Spring,Vaciante,10,Mammal,2.5
12 DE ABRIL,2025,Spring,Vaciante,11,Anthropogenic,50.5
12 DE ABRIL,2025,Spring,Vaciante,11,Bird,62.0
12 DE ABRIL,2025,Spring,Vaciante,11,Insect,110.0
12 DE ABRIL,2025,Spring,Vaciante,11,Mammal,0.5
12 DE ABRIL,2025,Spring,Vaciante,12,Anthropogenic,82.5
12 DE ABRIL,2025,Spring,Vaciante,12,Bird,55.5
12 DE ABRIL,2025,Spring,Vaciante,12,Insect,102.0
12 DE ABRIL,2025,Spring,Vaciante,12,Mammal,0.5
12 DE ABRIL,2025,Spring,Vaciante,13,Amphibian,0.5
12 DE ABRIL,2025,Spring,Vaciante,13,Anthropogenic,63.5
12 DE ABRIL,2025,Spring,Vaciante,13,Bird,35.0
12 DE ABRIL,2025,Spring,Vaciante,13,Insect,94.5
12 DE ABRIL,2025,Spring,Vaciante,14,Amphibian,1.5
12 DE ABRIL,2025,Spring,Vaciante,14,Anthropogenic,76.0
12 DE ABRIL,2025,Spring,Vaciante,14,Bird,36.5
12 DE ABRIL,2025,Spring,Vaciante,14,Insect,172.5
12 DE ABRIL,2025,Spring,Vaciante,14,Mammal,1.0
12 DE ABRIL,2025,Spring,Vaciante,15,Amphibian,2.5
12 DE ABRIL,2025,Spring,Vaciante,15,Anthropogenic,65.0
12 DE ABRIL,2025,Spring,Vaciante,15,Bird,55.5
12 DE ABRIL,2025,Spring,Vaciante,15,Insect,201.5
