ciclo_hidrologico,anio,localidad,hora_del_dia,pct_fta
Vaciante,2025,QUISTOCOCHA,1,0.3527
Vaciante,2025,QUISTOCOCHA,2,0.9261
Vaciante,2025,QUISTOCOCHA,3,0.4075
Vaciante,2025,QUISTOCOCHA,4,0.6754
Vaciante,2025,QUISTOCOCHA,5,1.6433
Vaciante,2025,QUISTOCOCHA,6,0.6344
Vaciante,2025,QUISTOCOCHA,7,1.62
Vaciante,2025,QUISTOCOCHA,8,0.8771
Vaciante,2025,QUISTOCOCHA,9,1.0222
Vaciante,2025,QUISTOCOCHA,10,1.3355
Vaciante,2025,QUISTOCOCHA,11,1.5781
Vaciante,2025,QUISTOCOCHA,12,1.9886
Vaciante,2025,QUISTOCOCHA,13,0.7807
Vaciante,2025,QUISTOCOCHA,14,1.3671
Vaciante,2025,QUISTOCOCHA,15,0.373
Vaciante,2025,QUISTOCOCHA,16,0.7486
Vaciante,2025,QUISTOCOCHA,17,2.2352
Vaciante,2025,QUISTOCOCHA,18,2.5333
Vaciante,2025,QUISTOCOCHA,19,0.8041
Vaciante,2025,QUISTOCOCHA,20,1.3847
Vaciante,2025,QUISTOCOCHA,21,0.2264
Vaciante,2025,QUISTOCOCHA,22,0.5842
Vaciante,2025,QUISTOCOCHA,23,1.2678
Vaciante,2025,SAN LUCAS,0,0.1042
Vaciante,2025,SAN LUCAS,1,0.1736
Vaciante,2025,SAN LUCAS,2,0.2083
Vaciante,2025,SAN LUCAS,3,0.0694
Vaciante,2025,SAN LUCAS,4,0.4167
Vaciante,2025,SAN LUCAS,5,0.5208
Vaciante,2025,SAN LUCAS,6,0.1361
Vaciante,2025,SAN LUCAS,7,0.7823
Vaciante,2025,SAN LUCAS,8,0.3061
Vaciante,2025,SAN LUCAS,9,1.1137
Vaciante,2025,SAN LUCAS,10,1.1111
Vaciante,2025,SAN LUCAS,11,0.5102
Vaciante,2025,SAN LUCAS,12,1.4966
Vaciante,2025,SAN LUCAS,13,1.3889
Vaciante,2025,SAN LUCAS,14,0.4762
Vaciante,2025,SAN LUCAS,15,1.2585
Vaciante,2025,SAN LUCAS,16,0.6944
Vaciante,2025,SAN LUCAS,17,0.4422
Vaciante,2025,SAN LUCAS,18,0.4762
Vaciante,2025,SAN LUCAS,19,0.2381
Vaciante,2025,SAN LUCAS,20,1.7708
Vaciante,2025,SAN LUCAS,21,0.9184
Vaciante,2025,SAN LUCAS,22,0.7143
Vaciante,2025,SAN LUCAS,23,0.1389
