localidad,ciclo_hidrologico,temporada_base,hora_dia,primary_category,promedio_clips_hora
12 DE ABRIL,Vaciante,2025,4,Anthropogenic,86.0
12 DE ABRIL,Vaciante,2025,4,Bird,10.0
12 DE ABRIL,Vaciante,2025,4,Insect,218.5
12 DE ABRIL,Vaciante,2025,4,Mammal,4.0
12 DE ABRIL,Vaciante,2025,5,Amphibian,11.5
12 DE ABRIL,Vaciante,2025,5,Anthropogenic,48.5
12 DE ABRIL,Vaciante,2025,5,Bird,46.0
12 DE ABRIL,Vaciante,2025,5,Insect,303.5
12 DE ABRIL,Vaciante,2025,5,Mammal,5.5
12 DE ABRIL,Vaciante,2025,6,Amphibian,5.0
12 DE ABRIL,Vaciante,2025,6,Anthropogenic,8.5
12 DE ABRIL,Vaciante,2025,6,Bird,126.0
12 DE ABRIL,Vaciante,2025,6,Insect,273.5
12 DE ABRIL,Vaciante,2025,7,Amphibian,3.0
12 DE ABRIL,Vaciante,2025,7,Anthropogenic,25.5
12 DE ABRIL,Vaciante,2025,7,Bird,100.5
12 DE ABRIL,Vaciante,2025,7,Insect,271.5
12 DE ABRIL,Vaciante,2025,8,Amphibian,0.5
12 DE ABRIL,Vaciante,2025,8,Anthropogenic,74.0
12 DE ABRIL,Vaciante,2025,8,Bird,136.5
12 DE ABRIL,Vaciante,2025,8,Insect,162.5
12 DE ABRIL,Vaciante,2025,8,Mammal,0.5
12 DE ABRIL,Vaciante,2025,9,Amphibian,0.5
12 DE ABRIL,Vaciante,2025,9,Anthropogenic,102.0
12 DE ABRIL,Vaciante,2025,9,Bird,97.0
12 DE ABRIL,Vaciante,2025,9,Insect,124.5
12 DE ABRIL,Vaciante,2025,9,Mammal,0.5
12 DE ABRIL,Vaciante,2025,10,Amphibian,1.0
12 DE ABRIL,Vaciante,2025,10,Anthropogenic,80.5
12 DE ABRIL,Vaciante,2025,10,Bird,82.5
12 DE ABRIL,Vaciante,2025,10,Insect,127.5
12 DE ABRIL,Vaciante,2025,10,Mammal,2.5
12 DE ABRIL,Vaciante,2025,11,Anthropogenic,50.5
12 DE ABRIL,Vaciante,2025,11,Bird,62.0
12 DE ABRIL,Vaciante,2025,11,Insect,110.0
12 DE ABRIL,Vaciante,2025,11,Mammal,0.5
12 DE ABRIL,Vaciante,2025,12,Anthropogenic,82.5
12 DE ABRIL,Vaciante,2025,12,Bird,55.5
12 DE ABRIL,Vaciante,2025,12,Insect,102.0
12 DE ABRIL,Vaciante,2025,12,Mammal,0.5
12 DE ABRIL,Vaciante,2025,13,Amphibian,0.5
12 DE ABRIL,Vaciante,2025,13,Anthropogenic,63.5
12 DE ABRIL,Vaciante,2025,13,Bird,35.0
12 DE ABRIL,Vaciante,2025,13,Insect,94.5
12 DE ABRIL,Vaciante,2025,14,Amphibian,1.5
12 DE ABRIL,Vaciante,2025,14,Anthropogenic,76.0
12 DE ABRIL,Vaciante,2025,14,Bird,36.5
12 DE ABRIL,Vaciante,2025,14,Insect,172.5
12 DE ABRIL,Vaciante,2025,14,Mammal,1.0
12 DE ABRIL,Vaciante,2025,15,Amphibian,2.5
12 DE ABRIL,Vaciante,2025,15,Anthropogenic,65.0
12 DE ABRIL,Vaciante,2025,15,Bird,55.5
12 DE ABRIL,Vaciante,2025,15,Insect,201.5
12 DE ABRIL,Vaciante,2025,16,Amphibian,12.0
12 DE ABRIL,Vaciante,2025,16,Anthropogenic,69.0
12 DE ABRIL,Vaciante,2025,16,Bird,65.5
12 DE ABRIL,Vaciante,2025,16,Insect,230.0
12 DE ABRIL,Vaciante,2025,17,Amphibian,17.5
12 DE ABRIL,Vaciante,2025,17,Anthropogenic,87.0
12 DE ABRIL,Vaciante,2025,17,Bird,54.5
12 DE ABRIL,Vaciante,2025,17,Insect,251.0
12 DE ABRIL,Vaciante,2025,18,Amphibian,3.5
12 DE ABRIL,Vaciante,2025,18,Anthropogenic,188.5
12 DE ABRIL,Vaciante,2025,18,Bird,3.5
12 DE ABRIL,Vaciante,2025,18,Insect,305.0
12 DE ABRIL,Vaciante,2025,19,Amphibian,77.5
12 DE ABRIL,Vaciante,2025,19,Anthropogenic,91.5
12 DE ABRIL,Vaciante,2025,19,Bird,1.0
12 DE ABRIL,Vaciante,2025,19,Insect,261.5
12 DE ABRIL,Vaciante,2025,20,Amphibian,87.0
12 DE ABRIL,Vaciante,2025,20,Anthropogenic,73.0
12 DE ABRIL,Vaciante,2025,20,Bird,1.5
12 DE ABRIL,Vaciante,2025,20,Insect,195.5
12 DE ABRIL,Vaciante,2025,21,Amphibian,107.0
12 DE ABRIL,Vaciante,2025,21,Anthropogenic,85.0
12 DE ABRIL,Vaciante,2025,21,Bird,3.0
12 DE ABRIL,Vaciante,2025,21,Insect,154.5
12 DE ABRIL,Vaciante,2025,22,Amphibian,93.5
12 DE ABRIL,Vaciante,2025,22,Anthropogenic,88.5
12 DE ABRIL,Vaciante,2025,22,Bird,6.0
12 DE ABRIL,Vaciante,2025,22,Insect,174.0
12 DE ABRIL,Vaciante,2025,23,Amphibian,77.5
12 DE ABRIL,Vaciante,2025,23,Anthropogenic,96.0
12 DE ABRIL,Vaciante,2025,23,Bird,5.5
12 DE ABRIL,Vaciante,2025,23,Insect,195.5
PAUJIL,Creciente,2023,0,Amphibian,11.28
PAUJIL,Creciente,2023,0,Anthropogenic,23.11
PAUJIL,Creciente,2023,0,Bird,8.28
PAUJIL,Creciente,2023,0,Insect,88.28
PAUJIL,Creciente,2023,0,Mammal,0.06
PAUJIL,Creciente,2023,1,Amphibian,5.94
PAUJIL,Creciente,2023,1,Anthropogenic,13.78
PAUJIL,Creciente,2023,1,Bird,5.89
PAUJIL,Creciente,2023,1,Insect,93.17
PAUJIL,Creciente,2023,2,Amphibian,4.67
PAUJIL,Creciente,2023,2,Anthropogenic,16.0
PAUJIL,Creciente,2023,2,Bird,2.33
PAUJIL,Creciente,2023,2,Insect,104.89
PAUJIL,Creciente,2023,2,Mammal,0.28
PAUJIL,Creciente,2023,3,Amphibian,10.78
PAUJIL,Creciente,2023,3,Anthropogenic,22.22
PAUJIL,Creciente,2023,3,Bird,5.72
PAUJIL,Creciente,2023,3,Insect,86.83
PAUJIL,Creciente,2023,4,Amphibian,8.33
PAUJIL,Creciente,2023,4,Anthropogenic,21.0
PAUJIL,Creciente,2023,4,Bird,3.67
PAUJIL,Creciente,2023,4,Insect,94.83
PAUJIL,Creciente,2023,5,Amphibian,6.89
PAUJIL,Creciente,2023,5,Anthropogenic,14.39
PAUJIL,Creciente,2023,5,Bird,16.22
PAUJIL,Creciente,2023,5,Insect,70.94
PAUJIL,Creciente,2023,5,Mammal,0.22
PAUJIL,Creciente,2023,6,Amphibian,3.17
PAUJIL,Creciente,2023,6,Anthropogenic,6.11
PAUJIL,Creciente,2023,6,Bird,38.33
PAUJIL,Creciente,2023,6,Insect,77.17
PAUJIL,Creciente,2023,6,Mammal,0.28
PAUJIL,Creciente,2023,7,Amphibian,4.22
PAUJIL,Creciente,2023,7,Anthropogenic,10.17
PAUJIL,Creciente,2023,7,Bird,33.67
PAUJIL,Creciente,2023,7,Insect,80.89
PAUJIL,Creciente,2023,8,Amphibian,2.22
PAUJIL,Creciente,2023,8,Anthropogenic,11.83
PAUJIL,Creciente,2023,8,Bird,42.83
PAUJIL,Creciente,2023,8,Insect,58.33
PAUJIL,Creciente,2023,9,Amphibian,1.56
PAUJIL,Creciente,2023,9,Anthropogenic,15.94
PAUJIL,Creciente,2023,9,Bird,42.67
PAUJIL,Creciente,2023,9,Insect,55.39
PAUJIL,Creciente,2023,9,Mammal,1.39
PAUJIL,Creciente,2023,10,Amphibian,9.72
PAUJIL,Creciente,2023,10,Anthropogenic,15.39
PAUJIL,Creciente,2023,10,Bird,45.33
PAUJIL,Creciente,2023,10,Insect,48.0
PAUJIL,Creciente,2023,10,Mammal,0.11
PAUJIL,Creciente,2023,11,Amphibian,0.06
PAUJIL,Creciente,2023,11,Anthropogenic,10.22
PAUJIL,Creciente,2023,11,Bird,65.44
PAUJIL,Creciente,2023,11,Insect,28.89
PAUJIL,Creciente,2023,11,Mammal,0.17
PAUJIL,Creciente,2023,12,Amphibian,0.22
PAUJIL,Creciente,2023,12,Anthropogenic,22.0
PAUJIL,Creciente,2023,12,Bird,54.94
PAUJIL,Creciente,2023,12,Insect,39.44
PAUJIL,Creciente,2023,12,Mammal,0.39
PAUJIL,Creciente,2023,13,Amphibian,0.22
PAUJIL,Creciente,2023,13,Anthropogenic,23.17
PAUJIL,Creciente,2023,13,Bird,43.22
PAUJIL,Creciente,2023,13,Insect,33.28
PAUJIL,Creciente,2023,13,Mammal,0.78
PAUJIL,Creciente,2023,14,Amphibian,0.28
PAUJIL,Creciente,2023,14,Anthropogenic,18.22
PAUJIL,Creciente,2023,14,Bird,36.0
PAUJIL,Creciente,2023,14,Insect,51.72
PAUJIL,Creciente,2023,14,Mammal,1.11
PAUJIL,Creciente,2023,15,Amphibian,1.5
PAUJIL,Creciente,2023,15,Anthropogenic,26.67
PAUJIL,Creciente,2023,15,Bird,36.89
PAUJIL,Creciente,2023,15,Insect,55.44
PAUJIL,Creciente,2023,15,Mammal,0.28
PAUJIL,Creciente,2023,16,Amphibian,2.72
PAUJIL,Creciente,2023,16,Anthropogenic,29.78
PAUJIL,Creciente,2023,16,Bird,41.11
PAUJIL,Creciente,2023,16,Insect,62.67
PAUJIL,Creciente,2023,16,Mammal,0.56
PAUJIL,Creciente,2023,17,Amphibian,3.06
PAUJIL,Creciente,2023,17,Anthropogenic,30.56
PAUJIL,Creciente,2023,17,Bird,29.39
PAUJIL,Creciente,2023,17,Insect,62.61
PAUJIL,Creciente,2023,17,Mammal,0.61
PAUJIL,Creciente,2023,18,Amphibian,5.61
PAUJIL,Creciente,2023,18,Anthropogenic,22.39
PAUJIL,Creciente,2023,18,Bird,10.5
PAUJIL,Creciente,2023,18,Insect,79.72
PAUJIL,Creciente,2023,18,Mammal,0.22
PAUJIL,Creciente,2023,19,Amphibian,5.67
PAUJIL,Creciente,2023,19,Anthropogenic,28.33
PAUJIL,Creciente,2023,19,Bird,5.0
PAUJIL,Creciente,2023,19,Insect,116.06
PAUJIL,Creciente,2023,19,Mammal,0.22
PAUJIL,Creciente,2023,20,Amphibian,13.83
PAUJIL,Creciente,2023,20,Anthropogenic,38.78
PAUJIL,Creciente,2023,20,Bird,3.5
PAUJIL,Creciente,2023,20,Insect,95.28
PAUJIL,Creciente,2023,20,Mammal,0.11
PAUJIL,Creciente,2023,21,Amphibian,17.83
PAUJIL,Creciente,2023,21,Anthropogenic,35.11
PAUJIL,Creciente,2023,21,Bird,8.83
PAUJIL,Creciente,2023,21,Insect,96.56
PAUJIL,Creciente,2023,21,Mammal,0.67
PAUJIL,Creciente,2023,22,Amphibian,22.83
PAUJIL,Creciente,2023,22,Anthropogenic,39.22
PAUJIL,Creciente,2023,22,Bird,3.44
PAUJIL,Creciente,2023,22,Insect,94.61
PAUJIL,Creciente,2023,22,Mammal,1.11
PAUJIL,Creciente,2023,23,Amphibian,15.28
PAUJIL,Creciente,2023,23,Anthropogenic,32.39
PAUJIL,Creciente,2023,23,Bird,3.28
PAUJIL,Creciente,2023,23,Insect,92.5
PAUJIL,Creciente,2023,23,Mammal,0.22
PAUJIL,Creciente,2024,0,Amphibian,1.27
PAUJIL,Creciente,2024,0,Anthropogenic,16.73
PAUJIL,Creciente,2024,0,Bird,0.07
PAUJIL,Creciente,2024,0,Insect,193.53
PAUJIL,Creciente,2024,1,Amphibian,7.67
PAUJIL,Creciente,2024,1,Anthropogenic,14.67
PAUJIL,Creciente,2024,1,Bird,0.93
PAUJIL,Creciente,2024,1,Insect,154.2
PAUJIL,Creciente,2024,2,Amphibian,9.67
PAUJIL,Creciente,2024,2,Anthropogenic,23.47
PAUJIL,Creciente,2024,2,Bird,8.13
PAUJIL,Creciente,2024,2,Insect,151.47
PAUJIL,Creciente,2024,3,Amphibian,6.8
PAUJIL,Creciente,2024,3,Anthropogenic,5.07
PAUJIL,Creciente,2024,3,Bird,80.6
PAUJIL,Creciente,2024,3,Insect,113.93
PAUJIL,Creciente,2024,4,Amphibian,0.27
PAUJIL,Creciente,2024,4,Anthropogenic,7.67
PAUJIL,Creciente,2024,4,Bird,77.07
PAUJIL,Creciente,2024,4,Insect,102.07
PAUJIL,Creciente,2024,5,Amphibian,2.13
PAUJIL,Creciente,2024,5,Anthropogenic,19.2
PAUJIL,Creciente,2024,5,Bird,70.0
PAUJIL,Creciente,2024,5,Insect,97.4
PAUJIL,Creciente,2024,5,Mammal,0.2
PAUJIL,Creciente,2024,6,Amphibian,1.0
PAUJIL,Creciente,2024,6,Anthropogenic,7.67
PAUJIL,Creciente,2024,6,Bird,89.47
PAUJIL,Creciente,2024,6,Insect,93.73
PAUJIL,Creciente,2024,6,Mammal,0.27
PAUJIL,Creciente,2024,7,Amphibian,0.8
PAUJIL,Creciente,2024,7,Anthropogenic,5.8
PAUJIL,Creciente,2024,7,Bird,100.13
PAUJIL,Creciente,2024,7,Insect,93.07
PAUJIL,Creciente,2024,7,Mammal,0.6
PAUJIL,Creciente,2024,8,Amphibian,0.27
PAUJIL,Creciente,2024,8,Anthropogenic,4.0
PAUJIL,Creciente,2024,8,Bird,71.2
PAUJIL,Creciente,2024,8,Insect,115.4
PAUJIL,Creciente,2024,8,Mammal,0.27
PAUJIL,Creciente,2024,9,Amphibian,0.4
PAUJIL,Creciente,2024,9,Anthropogenic,4.53
PAUJIL,Creciente,2024,9,Bird,75.07
PAUJIL,Creciente,2024,9,Insect,80.2
PAUJIL,Creciente,2024,9,Mammal,0.53
PAUJIL,Creciente,2024,10,Amphibian,0.6
PAUJIL,Creciente,2024,10,Anthropogenic,12.4
PAUJIL,Creciente,2024,10,Bird,103.6
PAUJIL,Creciente,2024,10,Insect,142.73
PAUJIL,Creciente,2024,10,Mammal,0.93
PAUJIL,Creciente,2024,11,Amphibian,1.93
PAUJIL,Creciente,2024,11,Anthropogenic,11.27
PAUJIL,Creciente,2024,11,Bird,92.13
PAUJIL,Creciente,2024,11,Insect,167.87
PAUJIL,Creciente,2024,11,Mammal,0.8
PAUJIL,Creciente,2024,12,Amphibian,3.6
PAUJIL,Creciente,2024,12,Anthropogenic,12.6
PAUJIL,Creciente,2024,12,Bird,75.6
PAUJIL,Creciente,2024,12,Insect,172.6
PAUJIL,Creciente,2024,12,Mammal,0.33
PAUJIL,Creciente,2024,13,Amphibian,10.93
PAUJIL,Creciente,2024,13,Anthropogenic,6.73
PAUJIL,Creciente,2024,13,Bird,85.8
PAUJIL,Creciente,2024,13,Insect,137.2
PAUJIL,Creciente,2024,13,Mammal,0.67
PAUJIL,Creciente,2024,14,Amphibian,4.2
PAUJIL,Creciente,2024,14,Anthropogenic,10.13
PAUJIL,Creciente,2024,14,Bird,65.93
PAUJIL,Creciente,2024,14,Insect,125.87
PAUJIL,Creciente,2024,14,Mammal,0.47
PAUJIL,Creciente,2024,15,Amphibian,19.93
PAUJIL,Creciente,2024,15,Anthropogenic,2.93
PAUJIL,Creciente,2024,15,Bird,42.73
PAUJIL,Creciente,2024,15,Insect,176.2
PAUJIL,Creciente,2024,15,Mammal,0.13
PAUJIL,Creciente,2024,16,Amphibian,10.27
PAUJIL,Creciente,2024,16,Anthropogenic,1.53
PAUJIL,Creciente,2024,16,Bird,5.8
PAUJIL,Creciente,2024,16,Insect,162.87
PAUJIL,Creciente,2024,17,Amphibian,16.0
PAUJIL,Creciente,2024,17,Anthropogenic,25.0
PAUJIL,Creciente,2024,17,Bird,8.4
PAUJIL,Creciente,2024,17,Insect,109.4
PAUJIL,Creciente,2024,18,Amphibian,14.47
PAUJIL,Creciente,2024,18,Anthropogenic,36.13
PAUJIL,Creciente,2024,18,Bird,8.4
PAUJIL,Creciente,2024,18,Insect,112.27
PAUJIL,Creciente,2024,19,Amphibian,18.0
PAUJIL,Creciente,2024,19,Anthropogenic,18.47
PAUJIL,Creciente,2024,19,Bird,0.93
PAUJIL,Creciente,2024,19,Insect,162.67
PAUJIL,Creciente,2024,20,Amphibian,8.53
PAUJIL,Creciente,2024,20,Anthropogenic,40.27
PAUJIL,Creciente,2024,20,Bird,0.07
PAUJIL,Creciente,2024,20,Insect,155.53
PAUJIL,Creciente,2024,20,Mammal,0.07
PAUJIL,Creciente,2024,21,Amphibian,4.67
PAUJIL,Creciente,2024,21,Anthropogenic,33.07
PAUJIL,Creciente,2024,21,Bird,0.27
PAUJIL,Creciente,2024,21,Insect,171.27
PAUJIL,Creciente,2024,22,Amphibian,12.13
PAUJIL,Creciente,2024,22,Anthropogenic,22.0
PAUJIL,Creciente,2024,22,Bird,0.33
PAUJIL,Creciente,2024,22,Insect,173.87
PAUJIL,Creciente,2024,23,Amphibian,2.07
PAUJIL,Creciente,2024,23,Anthropogenic,12.47
PAUJIL,Creciente,2024,23,Bird,0.2
PAUJIL,Creciente,2024,23,Insect,202.8
PAUJIL,Creciente,2024,23,Mammal,0.07
PAUJIL,Vaciante,2023,0,Amphibian,7.14
PAUJIL,Vaciante,2023,0,Anthropogenic,24.57
PAUJIL,Vaciante,2023,0,Bird,4.86
PAUJIL,Vaciante,2023,0,Insect,203.43
PAUJIL,Vaciante,2023,1,Amphibian,3.86
PAUJIL,Vaciante,2023,1,Anthropogenic,4.71
PAUJIL,Vaciante,2023,1,Bird,1.71
PAUJIL,Vaciante,2023,1,Insect,210.86
PAUJIL,Vaciante,2023,1,Mammal,0.57
PAUJIL,Vaciante,2023,2,Amphibian,2.0
PAUJIL,Vaciante,2023,2,Anthropogenic,7.71
PAUJIL,Vaciante,2023,2,Bird,2.86
PAUJIL,Vaciante,2023,2,Insect,194.14
PAUJIL,Vaciante,2023,2,Mammal,0.29
PAUJIL,Vaciante,2023,3,Amphibian,1.43
PAUJIL,Vaciante,2023,3,Anthropogenic,15.71
PAUJIL,Vaciante,2023,3,Bird,2.0
PAUJIL,Vaciante,2023,3,Insect,172.57
PAUJIL,Vaciante,2023,4,Amphibian,3.86
PAUJIL,Vaciante,2023,4,Anthropogenic,32.14
PAUJIL,Vaciante,2023,4,Bird,2.43
PAUJIL,Vaciante,2023,4,Insect,148.43
PAUJIL,Vaciante,2023,5,Amphibian,2.57
PAUJIL,Vaciante,2023,5,Anthropogenic,44.57
PAUJIL,Vaciante,2023,5,Bird,29.29
PAUJIL,Vaciante,2023,5,Insect,107.29
PAUJIL,Vaciante,2023,6,Amphibian,2.86
PAUJIL,Vaciante,2023,6,Anthropogenic,19.0
PAUJIL,Vaciante,2023,6,Bird,87.71
PAUJIL,Vaciante,2023,6,Insect,120.0
PAUJIL,Vaciante,2023,6,Mammal,0.14
PAUJIL,Vaciante,2023,7,Amphibian,2.57
PAUJIL,Vaciante,2023,7,Anthropogenic,32.29
PAUJIL,Vaciante,2023,7,Bird,55.0
PAUJIL,Vaciante,2023,7,Insect,128.0
PAUJIL,Vaciante,2023,7,Mammal,0.29
PAUJIL,Vaciante,2023,8,Amphibian,2.0
PAUJIL,Vaciante,2023,8,Anthropogenic,23.71
PAUJIL,Vaciante,2023,8,Bird,97.71
PAUJIL,Vaciante,2023,8,Insect,83.43
PAUJIL,Vaciante,2023,9,Amphibian,1.14
PAUJIL,Vaciante,2023,9,Anthropogenic,42.0
PAUJIL,Vaciante,2023,9,Bird,71.29
PAUJIL,Vaciante,2023,9,Insect,64.86
PAUJIL,Vaciante,2023,9,Mammal,1.0
PAUJIL,Vaciante,2023,10,Amphibian,0.43
PAUJIL,Vaciante,2023,10,Anthropogenic,38.14
PAUJIL,Vaciante,2023,10,Bird,93.71
PAUJIL,Vaciante,2023,10,Insect,44.0
PAUJIL,Vaciante,2023,10,Mammal,0.29
PAUJIL,Vaciante,2023,11,Amphibian,0.57
PAUJIL,Vaciante,2023,11,Anthropogenic,56.29
PAUJIL,Vaciante,2023,11,Bird,54.57
PAUJIL,Vaciante,2023,11,Insect,39.43
PAUJIL,Vaciante,2023,11,Mammal,2.0
PAUJIL,Vaciante,2023,12,Amphibian,2.0
PAUJIL,Vaciante,2023,12,Anthropogenic,50.57
PAUJIL,Vaciante,2023,12,Bird,67.14
PAUJIL,Vaciante,2023,12,Insect,45.86
PAUJIL,Vaciante,2023,12,Mammal,1.14
PAUJIL,Vaciante,2023,13,Amphibian,2.86
PAUJIL,Vaciante,2023,13,Anthropogenic,60.57
PAUJIL,Vaciante,2023,13,Bird,51.14
PAUJIL,Vaciante,2023,13,Insect,54.0
PAUJIL,Vaciante,2023,13,Mammal,0.29
PAUJIL,Vaciante,2023,14,Amphibian,2.14
PAUJIL,Vaciante,2023,14,Anthropogenic,53.71
PAUJIL,Vaciante,2023,14,Bird,55.57
PAUJIL,Vaciante,2023,14,Insect,55.14
PAUJIL,Vaciante,2023,14,Mammal,0.14
PAUJIL,Vaciante,2023,15,Amphibian,3.71
PAUJIL,Vaciante,2023,15,Anthropogenic,62.29
PAUJIL,Vaciante,2023,15,Bird,55.57
PAUJIL,Vaciante,2023,15,Insect,85.71
PAUJIL,Vaciante,2023,15,Mammal,1.0
PAUJIL,Vaciante,2023,16,Amphibian,9.57
PAUJIL,Vaciante,2023,16,Anthropogenic,59.71
PAUJIL,Vaciante,2023,16,Bird,59.14
PAUJIL,Vaciante,2023,16,Insect,100.43
PAUJIL,Vaciante,2023,17,Amphibian,15.29
PAUJIL,Vaciante,2023,17,Anthropogenic,64.29
PAUJIL,Vaciante,2023,17,Bird,27.0
PAUJIL,Vaciante,2023,17,Insect,107.86
PAUJIL,Vaciante,2023,17,Mammal,1.0
PAUJIL,Vaciante,2023,18,Amphibian,14.14
PAUJIL,Vaciante,2023,18,Anthropogenic,31.43
PAUJIL,Vaciante,2023,18,Bird,3.43
PAUJIL,Vaciante,2023,18,Insect,180.0
PAUJIL,Vaciante,2023,19,Amphibian,7.57
PAUJIL,Vaciante,2023,19,Anthropogenic,19.14
PAUJIL,Vaciante,2023,19,Insect,206.0
PAUJIL,Vaciante,2023,20,Amphibian,20.14
PAUJIL,Vaciante,2023,20,Anthropogenic,25.71
PAUJIL,Vaciante,2023,20,Bird,0.14
PAUJIL,Vaciante,2023,20,Insect,173.86
PAUJIL,Vaciante,2023,20,Mammal,0.29
PAUJIL,Vaciante,2023,21,Amphibian,30.43
PAUJIL,Vaciante,2023,21,Anthropogenic,38.57
PAUJIL,Vaciante,2023,21,Bird,0.43
PAUJIL,Vaciante,2023,21,Insect,157.86
PAUJIL,Vaciante,2023,22,Amphibian,27.57
PAUJIL,Vaciante,2023,22,Anthropogenic,53.57
PAUJIL,Vaciante,2023,22,Bird,1.43
PAUJIL,Vaciante,2023,22,Insect,157.29
PAUJIL,Vaciante,2023,23,Amphibian,25.14
PAUJIL,Vaciante,2023,23,Anthropogenic,47.43
PAUJIL,Vaciante,2023,23,Bird,0.86
PAUJIL,Vaciante,2023,23,Insect,161.0
PAUJIL,Vaciante,2023,23,Mammal,0.57
PAUJIL,Vaciante,2024,0,Anthropogenic,5.13
PAUJIL,Vaciante,2024,0,Bird,4.88
PAUJIL,Vaciante,2024,0,Insect,110.0
PAUJIL,Vaciante,2024,0,Mammal,0.75
PAUJIL,Vaciante,2024,1,Amphibian,0.25
PAUJIL,Vaciante,2024,1,Anthropogenic,2.25
PAUJIL,Vaciante,2024,1,Bird,5.13
PAUJIL,Vaciante,2024,1,Insect,115.0
PAUJIL,Vaciante,2024,1,Mammal,0.13
PAUJIL,Vaciante,2024,2,Amphibian,0.5
PAUJIL,Vaciante,2024,2,Anthropogenic,3.0
PAUJIL,Vaciante,2024,2,Bird,5.25
PAUJIL,Vaciante,2024,2,Insect,90.63
PAUJIL,Vaciante,2024,2,Mammal,1.5
PAUJIL,Vaciante,2024,3,Amphibian,0.13
PAUJIL,Vaciante,2024,3,Anthropogenic,5.13
PAUJIL,Vaciante,2024,3,Bird,5.25
PAUJIL,Vaciante,2024,3,Insect,86.13
PAUJIL,Vaciante,2024,4,Amphibian,1.0
PAUJIL,Vaciante,2024,4,Anthropogenic,8.0
PAUJIL,Vaciante,2024,4,Bird,14.0
PAUJIL,Vaciante,2024,4,Insect,83.38
PAUJIL,Vaciante,2024,4,Mammal,0.25
PAUJIL,Vaciante,2024,5,Amphibian,2.38
PAUJIL,Vaciante,2024,5,Anthropogenic,14.38
PAUJIL,Vaciante,2024,5,Bird,21.5
PAUJIL,Vaciante,2024,5,Insect,52.63
PAUJIL,Vaciante,2024,5,Mammal,1.25
PAUJIL,Vaciante,2024,6,Amphibian,3.88
PAUJIL,Vaciante,2024,6,Anthropogenic,30.13
PAUJIL,Vaciante,2024,6,Bird,60.75
PAUJIL,Vaciante,2024,6,Insect,27.13
PAUJIL,Vaciante,2024,6,Mammal,0.63
PAUJIL,Vaciante,2024,7,Amphibian,4.88
PAUJIL,Vaciante,2024,7,Anthropogenic,37.0
PAUJIL,Vaciante,2024,7,Bird,46.63
PAUJIL,Vaciante,2024,7,Insect,40.13
PAUJIL,Vaciante,2024,7,Mammal,1.88
PAUJIL,Vaciante,2024,8,Amphibian,1.0
PAUJIL,Vaciante,2024,8,Anthropogenic,19.13
PAUJIL,Vaciante,2024,8,Bird,66.63
PAUJIL,Vaciante,2024,8,Insect,39.38
PAUJIL,Vaciante,2024,8,Mammal,1.75
PAUJIL,Vaciante,2024,9,Amphibian,1.0
PAUJIL,Vaciante,2024,9,Anthropogenic,31.0
PAUJIL,Vaciante,2024,9,Bird,73.75
PAUJIL,Vaciante,2024,9,Insect,44.63
PAUJIL,Vaciante,2024,9,Mammal,0.25
PAUJIL,Vaciante,2024,10,Amphibian,0.13
PAUJIL,Vaciante,2024,10,Anthropogenic,28.25
PAUJIL,Vaciante,2024,10,Bird,69.63
PAUJIL,Vaciante,2024,10,Insect,43.13
PAUJIL,Vaciante,2024,10,Mammal,0.38
PAUJIL,Vaciante,2024,11,Amphibian,0.38
PAUJIL,Vaciante,2024,11,Anthropogenic,17.0
PAUJIL,Vaciante,2024,11,Bird,45.75
PAUJIL,Vaciante,2024,11,Insect,77.38
PAUJIL,Vaciante,2024,11,Mammal,0.5
PAUJIL,Vaciante,2024,12,Amphibian,0.25
PAUJIL,Vaciante,2024,12,Anthropogenic,17.13
PAUJIL,Vaciante,2024,12,Bird,59.25
PAUJIL,Vaciante,2024,12,Insect,62.25
PAUJIL,Vaciante,2024,12,Mammal,1.5
PAUJIL,Vaciante,2024,13,Amphibian,2.5
PAUJIL,Vaciante,2024,13,Anthropogenic,24.0
PAUJIL,Vaciante,2024,13,Bird,27.75
PAUJIL,Vaciante,2024,13,Insect,73.13
PAUJIL,Vaciante,2024,13,Mammal,1.5
PAUJIL,Vaciante,2024,14,Amphibian,8.0
PAUJIL,Vaciante,2024,14,Anthropogenic,14.88
PAUJIL,Vaciante,2024,14,Bird,33.75
PAUJIL,Vaciante,2024,14,Insect,86.25
PAUJIL,Vaciante,2024,14,Mammal,2.0
PAUJIL,Vaciante,2024,15,Amphibian,17.75
PAUJIL,Vaciante,2024,15,Anthropogenic,19.25
PAUJIL,Vaciante,2024,15,Bird,20.0
PAUJIL,Vaciante,2024,15,Insect,85.13
PAUJIL,Vaciante,2024,15,Mammal,0.25
PAUJIL,Vaciante,2024,16,Amphibian,13.75
PAUJIL,Vaciante,2024,16,Anthropogenic,27.13
PAUJIL,Vaciante,2024,16,Bird,25.0
PAUJIL,Vaciante,2024,16,Insect,71.13
PAUJIL,Vaciante,2024,16,Mammal,2.88
PAUJIL,Vaciante,2024,17,Amphibian,5.5
PAUJIL,Vaciante,2024,17,Anthropogenic,26.0
PAUJIL,Vaciante,2024,17,Bird,25.75
PAUJIL,Vaciante,2024,17,Insect,83.25
PAUJIL,Vaciante,2024,17,Mammal,0.63
PAUJIL,Vaciante,2024,18,Amphibian,18.0
